other_constraints_maize_production,other_constraints,severity_maize_production,PARENT_KEY,KEY
,,None,uuid:b729a7fb-c130-4504-a7d5-ab3236159598/sclamp/Season_Information[1],uuid:b729a7fb-c130-4504-a7d5-ab3236159598/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:b729a7fb-c130-4504-a7d5-ab3236159598/sclamp/Season_Information[1],uuid:b729a7fb-c130-4504-a7d5-ab3236159598/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,None,uuid:1bedca8a-9666-48f7-89f5-63e99c1efa63/sclamp/Season_Information[1],uuid:1bedca8a-9666-48f7-89f5-63e99c1efa63/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:1bedca8a-9666-48f7-89f5-63e99c1efa63/sclamp/Season_Information[1],uuid:1bedca8a-9666-48f7-89f5-63e99c1efa63/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:1bedca8a-9666-48f7-89f5-63e99c1efa63/sclamp/Season_Information[1],uuid:1bedca8a-9666-48f7-89f5-63e99c1efa63/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,High,uuid:7fd55c16-fbfe-46fc-8c31-1f397dc8d322/sclamp/Season_Information[1],uuid:7fd55c16-fbfe-46fc-8c31-1f397dc8d322/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:7fd55c16-fbfe-46fc-8c31-1f397dc8d322/sclamp/Season_Information[1],uuid:7fd55c16-fbfe-46fc-8c31-1f397dc8d322/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:7fd55c16-fbfe-46fc-8c31-1f397dc8d322/sclamp/Season_Information[1],uuid:7fd55c16-fbfe-46fc-8c31-1f397dc8d322/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,None,uuid:2c075ba4-8a9c-4c78-a779-604a58f42cca/sclamp/Season_Information[1],uuid:2c075ba4-8a9c-4c78-a779-604a58f42cca/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:2c075ba4-8a9c-4c78-a779-604a58f42cca/sclamp/Season_Information[1],uuid:2c075ba4-8a9c-4c78-a779-604a58f42cca/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:2c075ba4-8a9c-4c78-a779-604a58f42cca/sclamp/Season_Information[1],uuid:2c075ba4-8a9c-4c78-a779-604a58f42cca/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,None,uuid:dbe47f29-b975-4115-8cfe-2dc00043c784/sclamp/Season_Information[1],uuid:dbe47f29-b975-4115-8cfe-2dc00043c784/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:dbe47f29-b975-4115-8cfe-2dc00043c784/sclamp/Season_Information[1],uuid:dbe47f29-b975-4115-8cfe-2dc00043c784/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:dbe47f29-b975-4115-8cfe-2dc00043c784/sclamp/Season_Information[1],uuid:dbe47f29-b975-4115-8cfe-2dc00043c784/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,None,uuid:0bff5d21-ddd6-4e70-a307-69c567538652/sclamp/Season_Information[1],uuid:0bff5d21-ddd6-4e70-a307-69c567538652/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:0bff5d21-ddd6-4e70-a307-69c567538652/sclamp/Season_Information[1],uuid:0bff5d21-ddd6-4e70-a307-69c567538652/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:0bff5d21-ddd6-4e70-a307-69c567538652/sclamp/Season_Information[1],uuid:0bff5d21-ddd6-4e70-a307-69c567538652/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,None,uuid:aec593a3-abf7-4865-99e5-f8854d31a887/sclamp/Season_Information[1],uuid:aec593a3-abf7-4865-99e5-f8854d31a887/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:aec593a3-abf7-4865-99e5-f8854d31a887/sclamp/Season_Information[1],uuid:aec593a3-abf7-4865-99e5-f8854d31a887/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:aec593a3-abf7-4865-99e5-f8854d31a887/sclamp/Season_Information[1],uuid:aec593a3-abf7-4865-99e5-f8854d31a887/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,None,uuid:c9af4c69-02e6-4831-a027-25ea0994111a/sclamp/Season_Information[1],uuid:c9af4c69-02e6-4831-a027-25ea0994111a/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:c9af4c69-02e6-4831-a027-25ea0994111a/sclamp/Season_Information[1],uuid:c9af4c69-02e6-4831-a027-25ea0994111a/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:c9af4c69-02e6-4831-a027-25ea0994111a/sclamp/Season_Information[1],uuid:c9af4c69-02e6-4831-a027-25ea0994111a/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,None,uuid:56709010-0fe5-4b96-bf3e-774232ee327b/sclamp/Season_Information[1],uuid:56709010-0fe5-4b96-bf3e-774232ee327b/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:56709010-0fe5-4b96-bf3e-774232ee327b/sclamp/Season_Information[1],uuid:56709010-0fe5-4b96-bf3e-774232ee327b/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:56709010-0fe5-4b96-bf3e-774232ee327b/sclamp/Season_Information[1],uuid:56709010-0fe5-4b96-bf3e-774232ee327b/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,None,uuid:c94e6ad4-3ce7-4c3a-8ec9-9c2e7cd6fef3/sclamp/Season_Information[1],uuid:c94e6ad4-3ce7-4c3a-8ec9-9c2e7cd6fef3/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:c94e6ad4-3ce7-4c3a-8ec9-9c2e7cd6fef3/sclamp/Season_Information[1],uuid:c94e6ad4-3ce7-4c3a-8ec9-9c2e7cd6fef3/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:c94e6ad4-3ce7-4c3a-8ec9-9c2e7cd6fef3/sclamp/Season_Information[1],uuid:c94e6ad4-3ce7-4c3a-8ec9-9c2e7cd6fef3/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,None,uuid:e2ea7f42-cc47-449f-bed3-f7e8af040dc4/sclamp/Season_Information[1],uuid:e2ea7f42-cc47-449f-bed3-f7e8af040dc4/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:e2ea7f42-cc47-449f-bed3-f7e8af040dc4/sclamp/Season_Information[1],uuid:e2ea7f42-cc47-449f-bed3-f7e8af040dc4/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:e2ea7f42-cc47-449f-bed3-f7e8af040dc4/sclamp/Season_Information[1],uuid:e2ea7f42-cc47-449f-bed3-f7e8af040dc4/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,None,uuid:d3a05404-9532-4dc4-85e8-41be64c35be6/sclamp/Season_Information[1],uuid:d3a05404-9532-4dc4-85e8-41be64c35be6/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:d3a05404-9532-4dc4-85e8-41be64c35be6/sclamp/Season_Information[1],uuid:d3a05404-9532-4dc4-85e8-41be64c35be6/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:d3a05404-9532-4dc4-85e8-41be64c35be6/sclamp/Season_Information[1],uuid:d3a05404-9532-4dc4-85e8-41be64c35be6/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,None,uuid:d2fba6a2-3290-4c28-acb1-b05d36a3579b/sclamp/Season_Information[1],uuid:d2fba6a2-3290-4c28-acb1-b05d36a3579b/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:d2fba6a2-3290-4c28-acb1-b05d36a3579b/sclamp/Season_Information[1],uuid:d2fba6a2-3290-4c28-acb1-b05d36a3579b/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:d2fba6a2-3290-4c28-acb1-b05d36a3579b/sclamp/Season_Information[1],uuid:d2fba6a2-3290-4c28-acb1-b05d36a3579b/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,None,uuid:aa1a9a9f-1511-475c-99d6-46c9bd3d54c2/sclamp/Season_Information[1],uuid:aa1a9a9f-1511-475c-99d6-46c9bd3d54c2/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:aa1a9a9f-1511-475c-99d6-46c9bd3d54c2/sclamp/Season_Information[1],uuid:aa1a9a9f-1511-475c-99d6-46c9bd3d54c2/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:aa1a9a9f-1511-475c-99d6-46c9bd3d54c2/sclamp/Season_Information[1],uuid:aa1a9a9f-1511-475c-99d6-46c9bd3d54c2/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,None,uuid:bac7d2c0-4216-4d00-8091-fc9358083e98/sclamp/Season_Information[1],uuid:bac7d2c0-4216-4d00-8091-fc9358083e98/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:bac7d2c0-4216-4d00-8091-fc9358083e98/sclamp/Season_Information[1],uuid:bac7d2c0-4216-4d00-8091-fc9358083e98/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:bac7d2c0-4216-4d00-8091-fc9358083e98/sclamp/Season_Information[1],uuid:bac7d2c0-4216-4d00-8091-fc9358083e98/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,None,uuid:11f9fa2b-b3e2-4dc6-9c20-1a89a8fa26bb/sclamp/Season_Information[1],uuid:11f9fa2b-b3e2-4dc6-9c20-1a89a8fa26bb/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:11f9fa2b-b3e2-4dc6-9c20-1a89a8fa26bb/sclamp/Season_Information[1],uuid:11f9fa2b-b3e2-4dc6-9c20-1a89a8fa26bb/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:11f9fa2b-b3e2-4dc6-9c20-1a89a8fa26bb/sclamp/Season_Information[1],uuid:11f9fa2b-b3e2-4dc6-9c20-1a89a8fa26bb/sclamp/Season_Information[1]/constraints_for_maize_production[3]
None,,,uuid:4932b5df-d5a3-47ba-8d75-d6145e13a0f3/sclamp/Season_Information[1],uuid:4932b5df-d5a3-47ba-8d75-d6145e13a0f3/sclamp/Season_Information[1]/constraints_for_maize_production[1]
None,,,uuid:4932b5df-d5a3-47ba-8d75-d6145e13a0f3/sclamp/Season_Information[1],uuid:4932b5df-d5a3-47ba-8d75-d6145e13a0f3/sclamp/Season_Information[1]/constraints_for_maize_production[2]
None,,,uuid:4932b5df-d5a3-47ba-8d75-d6145e13a0f3/sclamp/Season_Information[1],uuid:4932b5df-d5a3-47ba-8d75-d6145e13a0f3/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,None,uuid:3adb7645-3e18-45b3-be0a-818f47b814dc/sclamp/Season_Information[1],uuid:3adb7645-3e18-45b3-be0a-818f47b814dc/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:3adb7645-3e18-45b3-be0a-818f47b814dc/sclamp/Season_Information[1],uuid:3adb7645-3e18-45b3-be0a-818f47b814dc/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:3adb7645-3e18-45b3-be0a-818f47b814dc/sclamp/Season_Information[1],uuid:3adb7645-3e18-45b3-be0a-818f47b814dc/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,None,uuid:3fe2ba49-981b-41ed-89ca-e3cf8432a1ac/sclamp/Season_Information[1],uuid:3fe2ba49-981b-41ed-89ca-e3cf8432a1ac/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:3fe2ba49-981b-41ed-89ca-e3cf8432a1ac/sclamp/Season_Information[1],uuid:3fe2ba49-981b-41ed-89ca-e3cf8432a1ac/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:3fe2ba49-981b-41ed-89ca-e3cf8432a1ac/sclamp/Season_Information[1],uuid:3fe2ba49-981b-41ed-89ca-e3cf8432a1ac/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,None,uuid:7f771b19-3def-4387-a5e7-383878bb483a/sclamp/Season_Information[1],uuid:7f771b19-3def-4387-a5e7-383878bb483a/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:7f771b19-3def-4387-a5e7-383878bb483a/sclamp/Season_Information[1],uuid:7f771b19-3def-4387-a5e7-383878bb483a/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:7f771b19-3def-4387-a5e7-383878bb483a/sclamp/Season_Information[1],uuid:7f771b19-3def-4387-a5e7-383878bb483a/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,None,uuid:8440e6c4-bb26-482c-b1c4-7846eb324499/sclamp/Season_Information[1],uuid:8440e6c4-bb26-482c-b1c4-7846eb324499/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:8440e6c4-bb26-482c-b1c4-7846eb324499/sclamp/Season_Information[1],uuid:8440e6c4-bb26-482c-b1c4-7846eb324499/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:8440e6c4-bb26-482c-b1c4-7846eb324499/sclamp/Season_Information[1],uuid:8440e6c4-bb26-482c-b1c4-7846eb324499/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,None,uuid:f2d92076-2cdc-4345-b1a8-fc992b47adb8/sclamp/Season_Information[1],uuid:f2d92076-2cdc-4345-b1a8-fc992b47adb8/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:f2d92076-2cdc-4345-b1a8-fc992b47adb8/sclamp/Season_Information[1],uuid:f2d92076-2cdc-4345-b1a8-fc992b47adb8/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:f2d92076-2cdc-4345-b1a8-fc992b47adb8/sclamp/Season_Information[1],uuid:f2d92076-2cdc-4345-b1a8-fc992b47adb8/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,None,uuid:9e32acea-a7ad-4764-bb6c-2fb9c2d5dce5/sclamp/Season_Information[1],uuid:9e32acea-a7ad-4764-bb6c-2fb9c2d5dce5/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:9e32acea-a7ad-4764-bb6c-2fb9c2d5dce5/sclamp/Season_Information[1],uuid:9e32acea-a7ad-4764-bb6c-2fb9c2d5dce5/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:9e32acea-a7ad-4764-bb6c-2fb9c2d5dce5/sclamp/Season_Information[1],uuid:9e32acea-a7ad-4764-bb6c-2fb9c2d5dce5/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,None,uuid:9e32acea-a7ad-4764-bb6c-2fb9c2d5dce5/sclamp/Season_Information[2],uuid:9e32acea-a7ad-4764-bb6c-2fb9c2d5dce5/sclamp/Season_Information[2]/constraints_for_maize_production[1]
,,None,uuid:9e32acea-a7ad-4764-bb6c-2fb9c2d5dce5/sclamp/Season_Information[2],uuid:9e32acea-a7ad-4764-bb6c-2fb9c2d5dce5/sclamp/Season_Information[2]/constraints_for_maize_production[2]
,,None,uuid:9e32acea-a7ad-4764-bb6c-2fb9c2d5dce5/sclamp/Season_Information[2],uuid:9e32acea-a7ad-4764-bb6c-2fb9c2d5dce5/sclamp/Season_Information[2]/constraints_for_maize_production[3]
,,None,uuid:ea9af439-45db-4003-9172-748d4c202ea2/sclamp/Season_Information[1],uuid:ea9af439-45db-4003-9172-748d4c202ea2/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:ea9af439-45db-4003-9172-748d4c202ea2/sclamp/Season_Information[1],uuid:ea9af439-45db-4003-9172-748d4c202ea2/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:ea9af439-45db-4003-9172-748d4c202ea2/sclamp/Season_Information[1],uuid:ea9af439-45db-4003-9172-748d4c202ea2/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,None,uuid:2e94eaac-4033-48d8-afff-f9ce75943ec6/sclamp/Season_Information[1],uuid:2e94eaac-4033-48d8-afff-f9ce75943ec6/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:2e94eaac-4033-48d8-afff-f9ce75943ec6/sclamp/Season_Information[1],uuid:2e94eaac-4033-48d8-afff-f9ce75943ec6/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:2e94eaac-4033-48d8-afff-f9ce75943ec6/sclamp/Season_Information[1],uuid:2e94eaac-4033-48d8-afff-f9ce75943ec6/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,None,uuid:f065c4f7-225f-473b-88b6-482fa25c74d4/sclamp/Season_Information[1],uuid:f065c4f7-225f-473b-88b6-482fa25c74d4/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:f065c4f7-225f-473b-88b6-482fa25c74d4/sclamp/Season_Information[1],uuid:f065c4f7-225f-473b-88b6-482fa25c74d4/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:f065c4f7-225f-473b-88b6-482fa25c74d4/sclamp/Season_Information[1],uuid:f065c4f7-225f-473b-88b6-482fa25c74d4/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,None,uuid:f3b361f5-8910-445b-a1f9-31d669ba4ca7/sclamp/Season_Information[1],uuid:f3b361f5-8910-445b-a1f9-31d669ba4ca7/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:f3b361f5-8910-445b-a1f9-31d669ba4ca7/sclamp/Season_Information[1],uuid:f3b361f5-8910-445b-a1f9-31d669ba4ca7/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:f3b361f5-8910-445b-a1f9-31d669ba4ca7/sclamp/Season_Information[1],uuid:f3b361f5-8910-445b-a1f9-31d669ba4ca7/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,None,uuid:beeb1be0-fc32-4530-9c00-2c2206d03988/sclamp/Season_Information[1],uuid:beeb1be0-fc32-4530-9c00-2c2206d03988/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:beeb1be0-fc32-4530-9c00-2c2206d03988/sclamp/Season_Information[1],uuid:beeb1be0-fc32-4530-9c00-2c2206d03988/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:beeb1be0-fc32-4530-9c00-2c2206d03988/sclamp/Season_Information[1],uuid:beeb1be0-fc32-4530-9c00-2c2206d03988/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,None,uuid:84379bc9-1562-4ec7-8379-a15fb4252996/sclamp/Season_Information[1],uuid:84379bc9-1562-4ec7-8379-a15fb4252996/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:84379bc9-1562-4ec7-8379-a15fb4252996/sclamp/Season_Information[1],uuid:84379bc9-1562-4ec7-8379-a15fb4252996/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:84379bc9-1562-4ec7-8379-a15fb4252996/sclamp/Season_Information[1],uuid:84379bc9-1562-4ec7-8379-a15fb4252996/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,Medium,uuid:d128f666-8870-43c6-b31f-9ec0ed14d2a3/sclamp/Season_Information[1],uuid:d128f666-8870-43c6-b31f-9ec0ed14d2a3/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:d128f666-8870-43c6-b31f-9ec0ed14d2a3/sclamp/Season_Information[1],uuid:d128f666-8870-43c6-b31f-9ec0ed14d2a3/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:d128f666-8870-43c6-b31f-9ec0ed14d2a3/sclamp/Season_Information[1],uuid:d128f666-8870-43c6-b31f-9ec0ed14d2a3/sclamp/Season_Information[1]/constraints_for_maize_production[3]
Shortage_of_rain,,Medium,uuid:0ee0fee0-8f7a-4a55-8641-7b61ef523a4d/sclamp/Season_Information[1],uuid:0ee0fee0-8f7a-4a55-8641-7b61ef523a4d/sclamp/Season_Information[1]/constraints_for_maize_production[1]
None,,,uuid:0ee0fee0-8f7a-4a55-8641-7b61ef523a4d/sclamp/Season_Information[1],uuid:0ee0fee0-8f7a-4a55-8641-7b61ef523a4d/sclamp/Season_Information[1]/constraints_for_maize_production[2]
None,,,uuid:0ee0fee0-8f7a-4a55-8641-7b61ef523a4d/sclamp/Season_Information[1],uuid:0ee0fee0-8f7a-4a55-8641-7b61ef523a4d/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,None,uuid:caeaf129-f81b-4500-bf7e-ebd52d681199/sclamp/Season_Information[1],uuid:caeaf129-f81b-4500-bf7e-ebd52d681199/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:caeaf129-f81b-4500-bf7e-ebd52d681199/sclamp/Season_Information[1],uuid:caeaf129-f81b-4500-bf7e-ebd52d681199/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:caeaf129-f81b-4500-bf7e-ebd52d681199/sclamp/Season_Information[1],uuid:caeaf129-f81b-4500-bf7e-ebd52d681199/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,None,uuid:96c51c9a-ca68-4e52-a39d-91da7e06569d/sclamp/Season_Information[1],uuid:96c51c9a-ca68-4e52-a39d-91da7e06569d/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:96c51c9a-ca68-4e52-a39d-91da7e06569d/sclamp/Season_Information[1],uuid:96c51c9a-ca68-4e52-a39d-91da7e06569d/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:96c51c9a-ca68-4e52-a39d-91da7e06569d/sclamp/Season_Information[1],uuid:96c51c9a-ca68-4e52-a39d-91da7e06569d/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,None,uuid:0de1fd37-fe0b-47cf-8e26-b536716cbf39/sclamp/Season_Information[1],uuid:0de1fd37-fe0b-47cf-8e26-b536716cbf39/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:0de1fd37-fe0b-47cf-8e26-b536716cbf39/sclamp/Season_Information[1],uuid:0de1fd37-fe0b-47cf-8e26-b536716cbf39/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:0de1fd37-fe0b-47cf-8e26-b536716cbf39/sclamp/Season_Information[1],uuid:0de1fd37-fe0b-47cf-8e26-b536716cbf39/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,None,uuid:ccbafbf3-56d3-4b04-89d8-fc2ab1524460/sclamp/Season_Information[1],uuid:ccbafbf3-56d3-4b04-89d8-fc2ab1524460/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:ccbafbf3-56d3-4b04-89d8-fc2ab1524460/sclamp/Season_Information[1],uuid:ccbafbf3-56d3-4b04-89d8-fc2ab1524460/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:ccbafbf3-56d3-4b04-89d8-fc2ab1524460/sclamp/Season_Information[1],uuid:ccbafbf3-56d3-4b04-89d8-fc2ab1524460/sclamp/Season_Information[1]/constraints_for_maize_production[3]
Shortage_of_rain,,Medium,uuid:b8dd8d86-4b81-4a1c-824a-cb39933822c8/sclamp/Season_Information[1],uuid:b8dd8d86-4b81-4a1c-824a-cb39933822c8/sclamp/Season_Information[1]/constraints_for_maize_production[1]
other,Wild animal,High,uuid:b8dd8d86-4b81-4a1c-824a-cb39933822c8/sclamp/Season_Information[1],uuid:b8dd8d86-4b81-4a1c-824a-cb39933822c8/sclamp/Season_Information[1]/constraints_for_maize_production[2]
None,,,uuid:b8dd8d86-4b81-4a1c-824a-cb39933822c8/sclamp/Season_Information[1],uuid:b8dd8d86-4b81-4a1c-824a-cb39933822c8/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,None,uuid:63b43d1c-e6bd-4af6-b880-49fa3264b602/sclamp/Season_Information[1],uuid:63b43d1c-e6bd-4af6-b880-49fa3264b602/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:63b43d1c-e6bd-4af6-b880-49fa3264b602/sclamp/Season_Information[1],uuid:63b43d1c-e6bd-4af6-b880-49fa3264b602/sclamp/Season_Information[1]/constraints_for_maize_production[2]
